Smiles,MW,LogP,HBA,HBD,PSA,Fsp3,SA,MCE18,NP_Score,Lipinski_Pass,Pfizer_pass,Fsp3_pass,MCE_pass,SA_pass,NP_pass,Final_pass,PAINS,BMS,CHE
CSCC[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccc(Cl)cc2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,892.5519999999998,8.389400000000009,11,5,179.69,0.5510204081632653,5.874755243276105,79,1.395153592551755,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,756.3330000000001,5.973800000000008,10,5,179.68999999999997,0.6097560975609756,5.7675944327251685,66,1.82086880631676,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,770.3599999999999,6.363900000000007,10,5,179.68999999999997,0.6190476190476191,5.812732944569941,66,1.6955465378072274,False,True,True,True,True,True,False,True,True,True
CC(C)(/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)OC(=O)c1ccccc1,818.4040000000001,7.267700000000008,10,5,179.69,0.5217391304347826,5.729078272492136,77,1.5238733652466947,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,770.3599999999999,6.362300000000007,10,5,179.68999999999997,0.6190476190476191,5.844954531836921,66,1.7922019424403206,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,784.387,6.752400000000008,10,5,179.68999999999997,0.627906976744186,5.890286541133087,66,1.6674202909059328,False,True,True,True,True,True,False,True,True,True
C[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,832.431,7.656200000000009,10,5,179.69,0.5319148936170213,5.810759119048012,77,1.502669717649107,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,786.359,5.334700000000007,11,6,199.92,0.6190476190476191,5.879758722376501,68,1.8103743454018324,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,800.386,5.724800000000008,11,6,199.92,0.627906976744186,5.925016569523294,68,1.6897152732839782,False,True,True,True,True,True,False,True,True,True
CC(C)(/C=C/[C@@H](N[C@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)OC(=O)c1ccccc1,848.4300000000002,6.6286000000000085,11,6,199.92,0.5319148936170213,5.850107369324392,79,1.524153290777013,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)[C@H](C)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,800.386,5.723200000000008,11,6,199.92,0.627906976744186,5.963499777082023,68,1.7704389300011465,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)[C@H](C)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,814.4129999999999,6.113300000000009,11,6,199.92,0.6363636363636364,6.008741412491262,68,1.6504173892651437,False,True,True,True,False,True,False,True,True,True
C[C@H](O)[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,862.4569999999998,7.017100000000008,11,6,199.92,0.5416666666666666,5.9369362716182525,79,1.4921834185177738,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CS)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,802.4269999999999,6.272200000000007,11,6,179.68999999999997,0.6190476190476191,5.9180348024608,68,1.7681379818750345,False,True,True,True,True,True,False,True,False,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CS)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,816.4539999999998,6.662300000000007,11,6,179.68999999999997,0.627906976744186,5.962521990277037,68,1.6482331305344444,False,True,True,True,True,True,False,True,False,True
CC(C)(/C=C/[C@@H](N[C@H](CS)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)OC(=O)c1ccccc1,864.498,7.566100000000008,11,6,179.69,0.5319148936170213,5.884603095820118,79,1.4854366242107817,False,True,True,True,True,True,False,True,False,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)C(C)C)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,798.414,6.998400000000008,10,5,179.68999999999997,0.6363636363636364,5.872496008332263,66,1.7059181007367967,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)C(C)C)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,812.4409999999999,7.388500000000008,10,5,179.68999999999997,0.6444444444444445,5.918589397813453,66,1.5870285043738526,False,True,True,True,True,True,False,True,True,True
CC(C)[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,860.4849999999999,8.29230000000001,10,5,179.69,0.5510204081632653,5.850115100099869,77,1.4329511818160756,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CC(C)C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,812.4409999999999,7.388500000000008,10,5,179.68999999999997,0.6444444444444445,5.878840849672852,66,1.7101964304529944,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CC(C)C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,826.4679999999998,7.778600000000011,10,5,179.68999999999997,0.6521739130434783,5.925411707379892,66,1.595425221424529,False,True,True,True,True,True,False,True,True,True
CC(C)C[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,874.5119999999998,8.682400000000008,10,5,179.69,0.56,5.863426680072842,77,1.4412871771829143,False,True,True,True,True,True,False,True,True,True
CC[C@H](C)[C@@H](N[C@H](/C=C/C(C)(C)OC(C)=O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,812.4409999999999,7.388500000000008,10,5,179.69,0.6444444444444445,5.956887107855501,66,1.6937282310578283,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)[C@@H](C)CC)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,826.4679999999998,7.77860000000001,10,5,179.68999999999997,0.6521739130434783,6.002875223139402,66,1.58228838201109,False,True,True,True,False,True,False,True,True,True
CC[C@H](C)[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,874.5119999999998,8.682400000000008,10,5,179.69,0.56,5.93860691563949,77,1.4261470583841327,False,True,True,True,True,True,False,True,True,True
CSCC[C@@H](N[C@H](/C=C/C(C)(C)OC(C)=O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,830.481,7.095500000000008,11,5,179.69,0.6363636363636364,5.916781965580298,68,1.5843503860028034,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CCSC)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,844.5079999999998,7.485600000000009,11,5,179.68999999999997,0.6444444444444445,5.962546419119766,68,1.4717489363614105,False,True,True,True,True,True,False,True,True,True
CSCC[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2ccccc2Cl)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,892.5519999999998,8.389400000000009,11,5,179.69,0.5510204081632653,5.898906891627753,79,1.325590007285158,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,756.3330000000001,5.973800000000007,10,5,179.68999999999997,0.6097560975609756,5.766974792790635,66,1.8492028118272323,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,770.3599999999999,6.363900000000007,10,5,179.68999999999997,0.6190476190476191,5.81212621380071,66,1.72335583951195,False,True,True,True,True,True,False,True,True,True
CC(C)(/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)OC(=O)c1ccccc1,818.4040000000001,7.267700000000008,10,5,179.69,0.5217391304347826,5.728521780576408,77,1.5585666887762464,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,770.3599999999999,6.362300000000007,10,5,179.68999999999997,0.6190476190476191,5.844343558195178,66,1.8200112441450431,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,784.387,6.752400000000008,10,5,179.68999999999997,0.627906976744186,5.889688121744255,66,1.6947239689432965,False,True,True,True,True,True,False,True,True,True
C[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,832.431,7.656200000000009,10,5,179.69,0.5319148936170213,5.810209627030595,77,1.5367750187459548,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,786.359,5.334700000000007,11,6,199.92,0.6190476190476191,5.879160302987669,68,1.8376780234391965,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,800.386,5.724800000000007,11,6,199.92,0.627906976744186,5.924430198846991,68,1.7165313856421032,False,True,True,True,True,True,False,True,True,True
CC(C)(/C=C/[C@@H](N[C@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)OC(=O)c1ccccc1,848.4300000000002,6.6286000000000085,11,6,199.92,0.5319148936170213,5.849568053085076,79,1.5576901701889132,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)[C@H](C)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,800.386,5.723200000000007,11,6,199.92,0.627906976744186,5.962909444441692,68,1.7972550423592717,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)[C@H](C)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,814.4129999999999,6.113300000000008,11,6,199.92,0.6363636363636364,6.0081628083139815,68,1.676763043511723,False,True,True,True,False,True,False,True,True,True
C[C@H](O)[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,862.4569999999998,7.017100000000008,11,6,199.92,0.5416666666666666,5.936403532406244,79,1.5251705130212818,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CS)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,802.4269999999999,6.272200000000007,11,6,179.68999999999997,0.6190476190476191,5.917436383071969,68,1.7954416599123983,False,True,True,True,True,True,False,True,False,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CS)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,816.4539999999998,6.662300000000007,11,6,179.68999999999997,0.627906976744186,5.961935619600734,68,1.6750492428925696,False,True,True,True,True,True,False,True,False,True
CC(C)(/C=C/[C@@H](N[C@H](CS)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)OC(=O)c1ccccc1,864.498,7.566100000000008,11,6,179.69,0.5319148936170213,5.884063779580802,79,1.518973503622682,False,True,True,True,True,True,False,True,False,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)C(C)C)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,798.414,6.998400000000009,10,5,179.68999999999997,0.6363636363636364,5.871905675691931,66,1.732734213094922,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)C(C)C)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,812.4409999999999,7.388500000000008,10,5,179.68999999999997,0.6444444444444445,5.9180107936361726,66,1.6133741586204318,False,True,True,True,True,True,False,True,True,True
CC(C)[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,860.4849999999999,8.29230000000001,10,5,179.69,0.5510204081632653,5.849582360887862,77,1.465938276319584,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CC(C)C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,812.4409999999999,7.388500000000008,10,5,179.68999999999997,0.6444444444444445,5.878262245495572,66,1.7365420846995736,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CC(C)C)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,826.4679999999998,7.77860000000001,10,5,179.68999999999997,0.6521739130434783,5.92484437471256,66,1.6213166402530637,False,True,True,True,True,True,False,True,True,True
CC(C)C[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,874.5119999999998,8.682400000000008,10,5,179.69,0.56,5.862903511026319,77,1.473742221775076,False,True,True,True,True,True,False,True,True,True
CC[C@H](C)[C@@H](N[C@H](/C=C/C(C)(C)OC(C)=O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,812.4409999999999,7.388500000000008,10,5,179.69,0.6444444444444445,5.95630850367822,66,1.7200738853044075,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C(=O)O)[C@@H](C)CC)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,826.4679999999998,7.778600000000009,10,5,179.68999999999997,0.6521739130434783,6.002307890472069,66,1.6081798008396244,False,True,True,True,False,True,False,True,True,True
CC[C@H](C)[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,874.5119999999998,8.682400000000008,10,5,179.69,0.56,5.938083746592967,77,1.458602102976294,False,True,True,True,True,True,False,True,True,True
CSCC[C@@H](N[C@H](/C=C/C(C)(C)OC(C)=O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,830.481,7.095500000000008,11,5,179.69,0.6363636363636364,5.916207168009447,68,1.6106960402493824,False,True,True,True,True,True,False,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@H](CCSC)C(=O)O)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C,844.5079999999998,7.485600000000009,11,5,179.68999999999997,0.6444444444444445,5.961982746663191,68,1.4976403551899446,False,True,True,True,True,True,False,True,True,True
CSCC[C@@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](OC(=O)c2cccc(Cl)c2)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)[C@@H](O)C[C@]12C)C(=O)O,892.5519999999998,8.389400000000009,11,5,179.69,0.5510204081632653,5.898386836682699,79,1.358045051877319,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,615.7640000000001,3.6639000000000026,9,5,170.45999999999998,0.7058823529411765,5.625119128259722,50,2.654339607522654,True,True,True,True,True,True,True,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,629.791,4.054000000000002,9,5,170.45999999999998,0.7142857142857143,5.665552612260543,50,2.485431311951084,True,True,True,True,True,True,True,True,True,True
CC(C)(/C=C/[C@@H](NCC(=O)O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C)OC(=O)c1ccccc1,677.8350000000003,4.957800000000004,9,5,170.45999999999998,0.5897435897435898,5.510622467001148,61,2.189488362544843,True,True,True,True,True,True,True,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C)C(=O)O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,629.791,4.052400000000002,9,5,170.45999999999998,0.7142857142857143,5.700170194378129,50,2.601417797510796,True,True,True,True,True,True,True,True,True,True
CCC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](C)C(=O)O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,643.818,4.4425000000000034,9,5,170.45999999999998,0.7222222222222222,5.741043222654827,50,2.434630695565974,True,True,True,True,True,True,True,True,True,True
C[C@H](N[C@H](/C=C/C(C)(C)OC(=O)c1ccccc1)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C)C(=O)O,691.8620000000001,5.346300000000005,9,5,170.45999999999998,0.6,5.592604965477671,61,2.151155758433726,False,True,True,True,True,True,False,True,True,True
CC(=O)OC(C)(C)/C=C/[C@@H](N[C@@H](CO)C(=O)O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,645.7900000000001,3.0248000000000017,10,6,190.69,0.7142857142857143,5.72823437650098,52,2.6055540215936808,False,True,True,True,True,True,False,True,True,True
